NISCode;houses_sum_ParcelsNumber;houses_avg_PriceP25;houses_avg_PriceP50;houses_avg_PriceP75;houses_avg_ParcelsAreaP50;houses_average_price_m2;houses_avg_PriceP50_filled;houses_avg_PriceP50_status;houses_avg_PriceP50_distance_m;houses_average_price_m2_filled;houses_average_price_m2_status;houses_average_price_m2_distance_m
11002Q11-;48;240000;315000;385000;216;1458.33333333333;315000;observed;;1458.33333333333;observed;
11002Q12-;140;222750;262312.5;291250;143.75;1824.78260869565;262312.5;observed;;1824.78260869565;observed;
11002Q13-;52;264000;302500;330000;186;1626.34408602151;302500;observed;;1626.34408602151;observed;
11002Q14-;91;192375;224750;265375;200;1123.75;224750;observed;;1123.75;observed;
11002Q233;20;325000;360000;379900;196.5;1832.06106870229;360000;observed;;1832.06106870229;observed;
11002Q201;85;270000;315000;360000;204.5;1540.34229828851;315000;observed;;1540.34229828851;observed;
11002Q212;34;285000;332500;350000;181;1837.01657458564;332500;observed;;1837.01657458564;observed;
11002Q222;8;334000;335000;369000;195;1717.94871794872;335000;observed;;1717.94871794872;observed;
11002Q242;7;350000;357500;379000;181;1975.13812154696;357500;observed;;1975.13812154696;observed;
11002Q2AA;38;360000;389000;410000;209.5;1856.80190930788;389000;observed;;1856.80190930788;observed;
11002Q30-;10;275000;285000;320000;168.5;1691.39465875371;285000;observed;;1691.39465875371;observed;
11002R00-;21;145620;202500;332500;150;1350;202500;observed;;1350;observed;
11002R01-;41;240000;297500;360000;126;2361.11111111111;297500;observed;;2361.11111111111;observed;
11002R02-;17;230000;249900;299000;111;2251.35135135135;249900;observed;;2251.35135135135;observed;
37002A08-;6;196250;238500;409750;802.5;297.196261682243;238500;observed;;297.196261682243;observed;
11002R03-;86;225000;252500;310000;130;1942.30769230769;252500;observed;;1942.30769230769;observed;
11002R04-;42;290000;325000;378000;146;2226.02739726027;325000;observed;;2226.02739726027;observed;
11002R05-;75;275000;323250;380000;210.75;1533.80782918149;323250;observed;;1533.80782918149;observed;
11002R101;154;227000;259000;299000;116.5;2223.17596566524;259000;observed;;2223.17596566524;observed;
37002A090;6;65000;65000;65000;1372;47.3760932944606;65000;observed;;47.3760932944606;observed;
11002R110;12;299000;354000;390000;116.5;3038.62660944206;354000;observed;;3038.62660944206;observed;
11002R12-;100;190600;230000;289000;96.5;2383.41968911917;230000;observed;;2383.41968911917;observed;
11002R13-;161;181300;220250;255500;110;2002.27272727273;220250;observed;;2002.27272727273;observed;
11002S02-;50;270000;286357;345000;108;2651.4537037037;286357;observed;;2651.4537037037;observed;
11002R20-;39;320000;349125;375000;220;1586.93181818182;349125;observed;;1586.93181818182;observed;
11002R21-;8;303750;372500;426666;197.5;1886.07594936709;372500;observed;;1886.07594936709;observed;
11002R22-;15;342500;391500;450500;225.5;1736.14190687361;391500;observed;;1736.14190687361;observed;
11002R23-;39;340000;367500;410000;180.75;2033.19502074689;367500;observed;;2033.19502074689;observed;
35013A622;11;195000;229500;250000;126;1821.42857142857;229500;observed;;1821.42857142857;observed;
11002R30-;27;227500;277500;312500;126.5;2193.67588932806;277500;observed;;2193.67588932806;observed;
11002S10-;17;365000;412500;457500;168;2455.35714285714;412500;observed;;2455.35714285714;observed;
42003B09-;6;380000;429250;526750;1784.5;240.543569627347;429250;observed;;240.543569627347;observed;
11002R31-;43;239000;258000;310000;152;1697.36842105263;258000;observed;;1697.36842105263;observed;
11002R32-;11;303000;417500;491000;203;2056.65024630542;417500;observed;;2056.65024630542;observed;
11002R33-;65;259000;300000;348000;174;1724.13793103448;300000;observed;;1724.13793103448;observed;
11002R34-;22;255000;332500;400000;122.5;2714.28571428571;332500;observed;;2714.28571428571;observed;
11002R35-;6;355000;395000;400000;204.5;1931.54034229829;395000;observed;;1931.54034229829;observed;
21012A10-;15;290000;300000;330000;96.25;3116.88311688312;300000;observed;;3116.88311688312;observed;
11002R401;79;315000;401500;485000;271.25;1480.18433179724;401500;observed;;1480.18433179724;observed;
11002S03-;31;280000;391000;530000;81.75;4782.874617737;391000;observed;;4782.874617737;observed;
11002R41-;73;319000;349500;402500;191.5;1825.06527415144;349500;observed;;1825.06527415144;observed;
11002R42-;29;250000;370000;450000;123.75;2989.89898989899;370000;observed;;2989.89898989899;observed;
11002R43-;27;259000;300000;340000;210;1428.57142857143;300000;observed;;1428.57142857143;observed;
11002R44-;72;255000;298000;345000;169;1763.31360946746;298000;observed;;1763.31360946746;observed;
11002S04-;78;270000;340000;432322;90.5;3756.90607734807;340000;observed;;3756.90607734807;observed;
11002R47-;6;235000;249000;260000;106;2349.05660377358;249000;observed;;2349.05660377358;observed;
11002S00-;66;257500;342500;492000;124;2762.09677419355;342500;observed;;2762.09677419355;observed;
11002S01-;54;258500;295000;395000;88;3352.27272727273;295000;observed;;3352.27272727273;observed;
11002S11-;36;295000;349500;379500;172.5;2026.08695652174;349500;observed;;2026.08695652174;observed;
11002S12-;24;345000;399500;450000;180;2219.44444444444;399500;observed;;2219.44444444444;observed;
11002S13-;12;372500;411888;522210;207;1989.79710144928;411888;observed;;1989.79710144928;observed;
43010C191;29;212500;240500;360000;3019.25;79.6555435952637;240500;observed;;79.6555435952637;observed;
11002S30-;110;202000;275000;390000;89.5;3072.62569832402;275000;observed;;3072.62569832402;observed;
11002S31-;140;199500;262500;332500;79.5;3301.88679245283;262500;observed;;3301.88679245283;observed;
11002S41-;50;312500;391000;534000;178.75;2187.41258741259;391000;observed;;2187.41258741259;observed;
11002T04-;30;550000;783000;1115000;149.5;5237.45819397993;783000;observed;;5237.45819397993;observed;
11002S42-;21;260000;406000;460000;180;2255.55555555556;406000;observed;;2255.55555555556;observed;
11002S43-;23;277000;331250;463750;148.75;2226.89075630252;331250;observed;;2226.89075630252;observed;
11002T00-;90;265000;343000;450000;78.25;4383.38658146965;343000;observed;;4383.38658146965;observed;
11002T01-;87;260000;335000;449000;79.25;4227.12933753943;335000;observed;;4227.12933753943;observed;
11002T02-;18;325000;359000;464750;80;4487.5;359000;observed;;4487.5;observed;
11002T03-;78;325000;505000;670000;110.75;4559.81941309255;505000;observed;;4559.81941309255;observed;
11002T05-;80;299000;371000;447500;91.5;4054.64480874317;371000;observed;;4054.64480874317;observed;
11002T10-;62;473000;625000;734512;172.5;3623.1884057971;625000;observed;;3623.1884057971;observed;
11002T111;10;610000;880000;940000;266;3308.27067669173;880000;observed;;3308.27067669173;observed;
11002T12-;31;525000;630000;736000;198.75;3169.81132075472;630000;observed;;3169.81132075472;observed;
11002T13-;31;630000;750000;860000;151;4966.88741721854;750000;observed;;4966.88741721854;observed;
11002T14-;43;375000;446000;585000;245;1820.40816326531;446000;observed;;1820.40816326531;observed;
11002T20-;46;307500;374500;450000;161;2326.08695652174;374500;observed;;2326.08695652174;observed;
44036A091;28;300500;353000;439500;1067;330.834114339269;353000;observed;;330.834114339269;observed;
11002T21-;47;266500;302500;401250;121.25;2494.84536082474;302500;observed;;2494.84536082474;observed;
11002T22-;74;271000;340000;395000;102.25;3325.18337408313;340000;observed;;3325.18337408313;observed;
11002T23-;43;310000;380000;452200;173;2196.53179190751;380000;observed;;2196.53179190751;observed;
11002T24-;19;260000;285000;405250;152.5;1868.85245901639;285000;observed;;1868.85245901639;observed;
11002T30-;65;435000;590000;920000;131.75;4478.17836812144;590000;observed;;4478.17836812144;observed;
11002T42-;21;445000;586750;651500;195.25;3005.12163892446;586750;observed;;3005.12163892446;observed;
11002U00-;51;282000;345000;405000;118.75;2905.26315789474;345000;observed;;2905.26315789474;observed;
11002U01-;74;277500;352500;423110;244.5;1441.71779141104;352500;observed;;1441.71779141104;observed;
11002U02-;81;300000;360000;426000;177.25;2031.02961918195;360000;observed;;2031.02961918195;observed;
11002U03-;82;270000;325000;399000;196.5;1653.94402035623;325000;observed;;1653.94402035623;observed;
61019A490;7;185000;220000;300000;1333;165.041260315079;220000;observed;;165.041260315079;observed;
11002U10-;71;300000;454500;630000;191;2379.58115183246;454500;observed;;2379.58115183246;observed;
11002U11-;47;565000;710000;1230000;259;2741.31274131274;710000;observed;;2741.31274131274;observed;
11002U20-;92;265000;315000;385000;158;1993.67088607595;315000;observed;;1993.67088607595;observed;
11002U21-;110;250000;306000;350000;135.5;2258.30258302583;306000;observed;;2258.30258302583;observed;
11002U22-;16;140000;268000;335000;125;2144;268000;observed;;2144;observed;
11002U30-;66;525000;602500;687900;228.5;2636.76148796499;602500;observed;;2636.76148796499;observed;
11002U31-;48;365000;435000;520000;160;2718.75;435000;observed;;2718.75;observed;
11002U43-;6;250000;250000;250000;286;874.125874125874;250000;observed;;874.125874125874;observed;
11002U47-;8;372000;404500;408500;272.5;1484.40366972477;404500;observed;;1484.40366972477;observed;
11002U32-;42;812500;960750;1400000;759;1265.81027667984;960750;observed;;1265.81027667984;observed;
11002U33-;37;429000;600000;815000;264;2272.72727272727;600000;observed;;2272.72727272727;observed;
11002U57-;10;324000;392500;470000;430.5;911.730545876887;392500;observed;;911.730545876887;observed;
63067F091;5;140000;145000;150000;836;173.444976076555;145000;observed;;173.444976076555;observed;
11002U40-;40;415000;441250;479000;224.75;1963.29254727475;441250;observed;;1963.29254727475;observed;
11002U41-;13;315745;355000;368000;232;1530.1724137931;355000;observed;;1530.1724137931;observed;
11002V02-;23;296000;341250;377500;235;1452.12765957447;341250;observed;;1452.12765957447;observed;
11002U60-;13;291500;378750;455192.5;637;594.58398744113;378750;observed;;594.58398744113;observed;
11002V00-;43;239000;262000;330000;168.75;1552.59259259259;262000;observed;;1552.59259259259;observed;
11002V01-;70;220000;267500;360000;166;1611.44578313253;267500;observed;;1611.44578313253;observed;
11002V03-;43;198000;275000;330000;137.75;1996.37023593466;275000;observed;;1996.37023593466;observed;
11002V04-;21;195000;248000;270000;130;1907.69230769231;248000;observed;;1907.69230769231;observed;
11002V05-;97;232500;292500;350000;174.5;1676.21776504298;292500;observed;;1676.21776504298;observed;
11002V10-;131;225000;270000;315000;171.5;1574.34402332362;270000;observed;;1574.34402332362;observed;
11002V301;156;220000;304500;343000;175;1740;304500;observed;;1740;observed;
11002V11-;75;210000;275000;358000;151.25;1818.18181818182;275000;observed;;1818.18181818182;observed;
11002V12-;12;175000;229500;256500;122.5;1873.4693877551;229500;observed;;1873.4693877551;observed;
11002V13-;85;214000;265000;301000;145.5;1821.3058419244;265000;observed;;1821.3058419244;observed;
11002V14-;71;215000;249000;298000;175;1422.85714285714;249000;observed;;1422.85714285714;observed;
11002V20-;60;220000;286500;335000;125;2292;286500;observed;;2292;observed;
11002V22-;46;299500;332000;380800;172.5;1924.63768115942;332000;observed;;1924.63768115942;observed;
