id_inter_ss_lden;surface intersection between statistical sectors and lden noise contour;Surface of the polygone in lnight 45;Percentage of the surface of the polygone in lnight 45;Surface of the polygone in NA70;Percentage of the surface of the polygone in NA70
2444;32145,72544;32145,72544;100;0;0
2445;24496,23645;24496,23645;100;0;0
2446;25812,59508;25812,59508;100;0;0
2447;106117,7202;106117,7202;100;31996,66366;30,15204584
2448;3444,393447;3444,393447;100;3444,393447;100
2449;33014,69528;33014,69528;100;33014,69528;100
2450;67363,91849;67363,91849;100;67363,91849;100
2451;89148,27225;89148,27225;100;89148,27225;100
2452;65002,25577;65002,25577;100;62981,94372;96,89193548
2453;6451,505662;6451,505662;100;6451,505662;100
2454;39726,94757;39726,94757;100;25522,42501;64,24461625
2455;2816,030076;2816,030076;100;2816,030076;100
2456;15973,44378;15973,44378;100;12496,61859;78,23371568
2457;298,386885;298,386885;100;298,386885;100
2458;121490,0641;121490,0641;100;121490,0641;100
2459;22280,91066;22280,91066;100;22280,91066;100
2460;533255,4213;533255,4213;100;533255,4213;100
2461;31722,98411;31722,98411;100;31722,98411;100
2462;18138,2754;18138,2754;100;18138,2754;100
2463;253371,5145;253371,5145;100;253371,5145;100
2464;179786,4429;179786,4429;100;179786,4429;100
2465;154502,4145;154502,4145;100;154502,4145;100
2466;144602,4374;144602,4374;100;144602,4374;100
2467;124860,698;124860,698;100;124860,698;100
2468;99844,61509;99844,61509;100;99844,61509;100
2469;91294,9697;91294,9697;100;91294,9697;100
2470;79478,83289;79478,83289;100;79478,83289;100
2471;61854,93174;61854,93174;100;61854,93174;100
2472;4643,594855;4643,594855;100;4643,594855;100
2473;75536,61676;75536,61676;100;75536,61676;100
2474;12266,21312;12266,21312;100;12266,21312;100
2475;20105,55445;20105,55445;100;20105,55445;100
2476;26332,16545;26332,16545;100;26332,16545;100
2477;10130,23905;10130,23905;100;10130,23905;100
2478;17866,51301;17866,51301;100;17866,51301;100
2479;20613,59893;20613,59893;100;20613,59893;100
2480;207,3984251;207,3984251;100;207,3984251;100
2481;16254,99293;16254,99293;100;16254,99293;100
2482;17372,00199;17372,00199;100;17372,00199;100
2483;56376,80401;56376,80401;100;56376,80401;100
2484;78247,74295;78247,74295;100;78247,74295;100
2485;7811,581569;7811,581569;100;7811,581569;100
2486;31130,83571;31130,83571;100;31130,83571;100
2487;80714,14198;80714,14198;100;80714,14198;100
2488;90617,63207;90617,63207;100;90617,63207;100
2489;82123,86975;82123,86975;100;82123,86975;100
2490;99415,07035;99415,07035;100;99415,07035;100
2491;13908,36004;13908,36004;100;13908,36004;100
2492;31230,79349;31230,79349;100;31230,79349;100
2493;19676,05279;19676,05279;100;19676,05279;100
2494;15158,60267;15158,60267;100;15158,60267;100
2495;12412,87652;12412,87652;100;12412,87652;100
2496;10543,32164;10543,32164;100;10543,32164;100
2497;9063,597837;9063,597837;100;9063,597837;100
2498;7843,189711;7843,189711;100;7843,189711;100
2499;6655,82331;6655,82331;100;6655,82331;100
2500;4628,527942;4628,527942;100;4628,527942;100
2501;38861,09729;38861,09729;100;0;0
2502;135559,3954;135559,3954;100;0;0
2503;138282,0904;138282,0904;100;0;0
2504;66308,2393;66308,2393;100;0;0
2505;10781,79321;10781,79321;100;5220,136207;48,41621524
2506;185,2256829;185,2256829;100;185,2256829;100
2507;5791,965481;5791,965481;100;0;0
2508;21723,76573;21723,76573;100;162,1708632;0,746513589
2509;58542,13682;58542,13682;100;52562,83147;89,78632199
2510;59547,50635;59547,50635;100;59547,50635;100
2511;30914,92896;30914,92896;100;30914,92896;100
2512;367,7214911;367,7214911;100;367,7214911;100
2513;47343,44757;47343,44757;100;0;0
2514;56041,02087;56041,02087;100;0;0
2515;3607,720247;3607,720247;100;0;0
2516;7926,562145;0;0;0;0
2517;132463,6716;34346,99091;25,93;0;0
2518;84860,15752;83885,65029;98,85;0;0
2519;49168,24598;49168,24598;100;0;0
2520;471,8465725;471,8465725;100;0;0
2521;10990,40262;5486,168874;49,92;0;0
2522;100658,5362;98601,99834;97,96;0;0
2523;84378,60735;84378,60735;100;0;0
2524;74681,14749;74681,14749;100;0;0
2525;110307,8196;110307,8196;100;44614,0302;40,44502953
2526;116666,5214;116666,5214;100;93310,93873;79,98090421
2527;101292,4633;101292,4633;100;88292,75879;87,16616803
2528;70313,12089;70313,12089;100;68922,64617;98,02245342
2529;51405,86214;51405,86214;100;51405,86214;100
2530;33847,44201;33847,44201;100;33847,44201;100
2531;9586,452815;9586,452815;100;9586,452815;100
2532;2736,58922;2736,58922;100;2736,58922;100
2533;86833,32512;86833,32512;100;0;0
2534;156705,334;156705,334;100;0;0
2535;218584,0965;218584,0965;100;17,26604604;0,00789904
2536;131505,1833;131505,1833;100;30522,33999;23,20999008
2537;27420,4163;27420,4163;100;21479,36361;78,33347014
2538;157436,1913;0;0;0;0
2539;295395,6153;0;0;0;0
2540;250454,0699;98828,73174;39,46;0;0
2541;280708,7061;234680,5431;83,6;0;0
2542;57642,65177;57642,65177;100;0;0
2543;20021,33237;20021,33237;100;15886,63074;79,34851908
2544;30172,26228;30172,26228;100;23219,23252;76,95555708
2545;26775,23232;26775,23232;100;24334,6232;90,88482559
2546;36907,91538;36907,91538;100;36907,91538;100
2547;32671,71511;32671,71511;100;32671,71511;100
2548;32037,49027;32037,49027;100;32037,49027;100
2549;34337,59103;34337,59103;100;34337,59103;100
2550;30198,38223;30198,38223;100;30198,38223;100
2551;27569,77037;27569,77037;100;27569,77037;100
2552;26408,21164;26408,21164;100;26408,21164;100
2553;25767,93589;25767,93589;100;25767,93589;100
2554;26836,06317;26836,06317;100;26836,06317;100
2555;46696,51355;46696,51355;100;46696,51355;100
2556;16986,12293;16986,12293;100;16986,12293;100
2557;24150,45805;24150,45805;100;24150,45805;100
2558;6647,945436;6647,945436;100;6647,945436;100
2559;17111,25018;17111,25018;100;17111,25018;100
2560;5217,3153;5217,3153;100;5217,3153;100
2561;14904,96232;14904,96232;100;14904,96232;100
2562;4423,116293;4423,116293;100;4423,116293;100
2563;13957,02382;13957,02382;100;13957,02382;100
2564;25495,32217;25495,32217;100;25495,32217;100
2565;16089,41504;16089,41504;100;16089,41504;100
2566;61655,94246;61655,94246;100;0;0
2567;215975,5236;215975,5236;100;0;0
2568;258752,3155;258752,3155;100;0;0
2569;3356,969875;3356,969875;100;0;0
2570;88644,85387;0;0;0;0
2571;212312,0543;186779,9346;87,97;0;0
2572;28860,68094;28860,68094;100;0;0
2573;9989,881161;9989,881161;100;0;0
2574;378762,7492;378762,7492;100;0;0
2575;30719,53732;30719,53732;100;0;0
2576;224,045744;224,045744;100;0;0
2577;158875,8031;158875,8031;100;0;0
2578;280773,5074;280773,5074;100;0;0
2579;414537,6581;414537,6581;100;0;0
2580;91764,67869;91764,67869;100;157,0406419;0,171134084
2581;203977,4753;203747,4639;99,89;0;0
2582;194131,6037;194131,6037;100;0;0
2583;26943,05364;0;0;0;0
2584;671694,3236;560280,7541;83,41;0;0
2585;1094968,647;1094968,647;100;0;0
2586;200364,7463;200364,7463;100;0;0
2587;2414,289939;0;0;0;0
2588;117677,7871;0;0;0;0
2589;271374,4357;0;0;0;0
2590;245826,7732;0;0;0;0
2591;138268,3994;97720,27442;70,67;0;0
2592;148319,1859;148319,1859;100;0;0
2593;42180,6796;42180,6796;100;0;0
2594;90721,20146;90721,20146;100;0;0
2595;305,6467894;305,6467894;100;0;0
2596;167032,4891;167032,4891;100;0;0
2597;708828,408;708828,408;100;0;0
2598;110555,5122;110555,5122;100;0;0
2599;7986,238763;7986,238763;100;502,9621657;6,297860365
2600;12698,15726;12698,15726;100;1866,859841;14,70181698
2601;20640,0524;20640,0524;100;148,9628607;0,721717454
2602;33824,56291;33824,56291;100;0;0
2603;2468,252358;2468,252358;100;0;0
2604;30184,00034;30184,00034;100;0;0
2605;158029,8263;158029,8263;100;32113,86287;20,32139352
2606;162610,7587;162610,7587;100;100598,3359;61,86450189
2607;83202,8918;83202,8918;100;59218,898;71,17408628
2608;78786,61188;78786,61188;100;57647,93198;73,16970562
2609;102722,6199;102722,6199;100;66006,8332;64,25734979
2610;102407,4206;102407,4206;100;84587,22035;82,59872168
2611;2405,408571;2405,408571;100;2405,408571;100
2612;153552,9944;66813,52212;43,51;0;0
2613;397017,6034;395998,7726;99,74;0;0
2614;297,042062;0;0;0;0
2615;860396,0731;405993,9879;47,19;0;0
2616;46929,83407;46929,83407;100;0;0
2617;303560,5292;145527,0208;47,94;0;0
2618;207540,0837;49506,57524;23,85;0;0
2619;43540,13403;43540,13403;100;0;0
2620;8628,729148;8628,729148;100;0;0
2621;965,4571255;965,4571255;100;0;0
2622;73809,65365;46350,24224;62,8;0;0
2623;211242,188;211242,188;100;0;0
2624;51,923292;51,923292;100;0;0
2625;21733,8398;240,3719957;1,11;0;0
2626;64242,20175;55197,75709;85,92;0;0
2627;142745,2497;142745,2497;100;0;0
2628;81815,01821;81815,01821;100;0;0
2629;102271,9831;102271,9831;100;0;0
2630;324905,7116;324905,7116;100;0;0
2631;14559,8935;14559,8935;100;0;0
2632;60552,05801;60552,05801;100;0;0
2633;100643,0968;93291,08;92,69;0;0
2634;164249,438;164249,438;100;0;0
2635;7739,663157;7739,663157;100;0;0
2636;147650,0215;39185,32772;26,54;0;0
2637;246299,8773;0;0;0;0
2638;662753,6207;111499,0149;16,82;0;0
2639;396825,9515;37557,87555;9,46;0;0
2640;3388,012629;3388,012629;100;0;0
2641;58383,18403;58383,18403;100;0;0
2642;218269,7152;218269,7152;100;0;0
2643;27572,27219;0;0;0;0
2644;551637,0386;367265,4654;66,58;0;0
2645;3719,857496;3719,857496;100;0;0
2646;375,7540027;375,7540027;100;0;0
2647;77481,43711;77481,43711;100;0;0
2648;595792,189;595792,189;100;0;0
2649;715630,1208;715630,1208;100;0;0
2650;326455,1517;326455,1517;100;0;0
2651;165366,6135;165366,6135;100;0;0
2652;566,2312155;0;0;0;0
2653;114094,4925;10428,20106;9,14;0;0
2654;146193,0819;0;0;0;0
2655;39972,4235;0;0;0;0
2656;6907,305882;0;0;0;0
2657;118985,6185;0;0;0;0
2658;67213,02244;0;0;0;0
2659;26690,04086;0;0;0;0
2660;5,710530762;0;0;0;0
2661;172866,7608;0;0;0;0
2662;83575,66003;0;0;0;0
2663;23959,21133;0;0;0;0
2664;1069,706533;0;0;0;0
2665;144,4107429;0;0;0;0
2666;320576,047;0;0;0;0
2667;258057,5663;0;0;0;0
2668;236968,6625;0;0;0;0
2669;228192,5216;0;0;0;0
2670;207294,9969;0;0;0;0
2671;205817,155;0;0;0;0
2672;297087,2675;107750,5398;36,27;0;0
2673;155470,3595;155470,3595;100;0;0
2674;24292,64555;24292,64555;100;0;0
2675;76401,27893;0;0;0;0
2676;76401,27893;0;0;0;0
2677;226321,2918;87394,41298;38,62;0;0
2678;17511,09248;0;0;0;0
2679;55514,81964;55514,81964;100;0;0
2680;64,48753655;64,48753655;100;0;0
2681;893832,8303;0;0;0;0
2682;247543,2357;0;0;0;0
2683;172769,7875;0;0;0;0
2684;11353,57074;1,196116486;0,01;0;0
2685;87491,46618;24466,71457;27,96;0;0
2686;44615,44696;0;0;0;0
2687;11244,80664;11244,80664;100;0;0
2688;1906,316655;1906,316655;100;0;0
2689;177888,7812;103524,7912;58,2;0;0
2690;85492,37683;12540,99012;14,67;0;0
2691;60877,06562;60877,06562;100;0;0
2692;72447,04216;72447,04216;100;0;0
2693;61049,10991;61049,10991;100;0;0
2694;76502,34664;76502,34664;100;0;0
2695;180729,4935;180729,4935;100;0;0
2696;21070,09356;21070,09356;100;0;0
2697;75409,82472;0;0;0;0
2698;66076,27728;52067,65407;78,8;0;0
2699;30814,54083;30814,54083;100;0;0
2700;9015,4109;9015,4109;100;0;0
2701;5784,257357;5784,257357;100;0;0
2702;93000,24145;93000,24145;100;0;0
2703;140852,4595;140852,4595;100;0;0
2704;12442,54896;12442,54896;100;0;0
2705;344349,2987;30047,28769;8,73;0;0
2706;27543,79292;27543,79292;100;0;0
2707;1414,760208;0;0;0;0
2708;16768,09803;15843,41437;94,49;0;0
2709;56865,35204;6448,004449;11,34;0;0
2710;131161,3543;131102,4192;99,96;0;0
2711;130371,5202;130371,5202;100;0;0
2712;116824,2379;116824,2379;100;0;0
2713;121822,0703;121822,0703;100;0;0
2714;24411,94728;24411,94728;100;0;0
2715;72567,34358;0;0;0;0
2716;152974,9579;7125,326526;4,66;0;0
2717;104800,0805;104800,0805;100;0;0
2718;74593,47744;74593,47744;100;0;0
2719;132438,2796;132438,2796;100;0;0
2720;4104,479698;0;0;0;0
2721;147607,1137;0;0;0;0
2722;307310,8278;0;0;0;0
2723;103589,4386;9410,825997;9,08;0;0
2724;53343,60598;53343,60598;100;0;0
2725;73594,10484;73594,10484;100;0;0
2726;71296,16566;71296,16566;100;0;0
2727;3498,746115;2475,64331;70,76;0;0
2728;37181,2425;37181,2425;100;0;0
2729;118200,2784;118200,2784;100;0;0
2730;36459,50012;36459,50012;100;0;0
2731;317050,674;0;0;0;0
2732;384556,2424;0;0;0;0
2733;48956,46109;0;0;0;0
2734;226562,4729;0;0;0;0
2735;185092,5545;0;0;0;0
2736;206924,2273;0;0;0;0
2737;3950,689951;0;0;0;0
2738;161801,993;0;0;0;0
2739;129324,7851;0;0;0;0
2740;220635,5926;0;0;0;0
2741;583,7460238;0;0;0;0
2742;174241,7024;0;0;0;0
2743;231144,3193;0;0;0;0
2744;1007,018247;0;0;0;0
2745;3939,479311;0;0;0;0
2746;245285,2235;0;0;0;0
2747;123436,7618;0;0;0;0
2748;298909,3172;0;0;0;0
2749;10670,80529;0;0;0;0
2750;260403,5425;0;0;0;0
2751;447212,679;0;0;0;0
2752;414233,6865;0;0;0;0
2753;72102,20896;0;0;0;0
2754;3419,139516;0;0;0;0
2755;371227,1321;0;0;0;0
2756;3821,51599;0;0;0;0
2757;41211,95888;0;0;0;0
2758;146803,3471;0;0;0;0
2759;156410,6083;0;0;0;0
2760;428090,3754;0;0;0;0
2761;104552,8316;0;0;0;0
2762;39547,74045;0;0;0;0
2763;4277,026758;0;0;0;0
2764;215609,6926;0;0;0;0
2765;592001,0026;0;0;0;0
2766;344811,2172;0;0;0;0
2767;19561,81526;0;0;0;0
2768;262944,2154;0;0;0;0
2769;88142,94921;0;0;0;0
2770;75345,07202;0;0;0;0
2771;185792,3051;0;0;0;0
2772;565130,6158;0;0;0;0
2773;479346,6013;0;0;0;0
2774;62851,34669;0;0;0;0
2775;674831,9301;0;0;0;0
2776;481153,7422;0;0;0;0
2777;8852,539604;0;0;0;0
2778;22872,41955;0;0;0;0
2779;413140,3305;0;0;0;0
2780;41065,9728;15460,75114;37,65;0;0
2781;10834,56053;10834,56053;100;0;0
2782;1224,78797;1224,78797;100;0;0
2783;135924,2798;0;0;0;0
2784;23730,85556;0;0;0;0
2785;828,477222;0;0;0;0
2786;41774,93053;0;0;0;0
2787;201704,8048;0;0;0;0
2788;540569,8505;103607,7581;19,17;0;0
2789;5735,660846;0;0;0;0
2790;31183,6028;0;0;0;0
2791;213184,1174;174563,0658;81,88;0;0
2792;703682,3862;0;0;0;0
2793;20268,51278;1838,742788;9,07;0;0
2794;291338,3132;0;0;0;0
2795;420828,3052;0;0;0;0
2796;227776,1152;0;0;0;0
2797;312977,5163;39822,52967;12,72;0;0
2798;156493,9646;156493,9646;100;0;0
2799;118041,2881;118041,2881;100;0;0
2800;131716,9026;131716,9026;100;0;0
2801;148314,5653;148314,5653;100;0;0
2802;77117,13869;0;0;0;0
2803;342217,2193;0;0;0;0
2804;92648,73585;92257,03671;99,58;0;0
2805;84577,92618;84577,92618;100;0;0
2806;39751,56621;39751,56621;100;0;0
2807;30666,80338;30666,80338;100;0;0
2808;33045,62522;33045,62522;100;0;0
2809;1380,217522;1380,217522;100;0;0
2810;315576,4976;142707,4649;45,22;0;0
2811;177216,7884;158036,9964;89,18;0;0
2812;14856,11956;14856,11956;100;0;0
2813;2792,897663;2792,897663;100;0;0
2814;26201,11658;26201,11658;100;0;0
2815;49731,06936;49731,06936;100;0;0
2816;63773,3236;63773,3236;100;0;0
2817;157936,0707;157936,0707;100;0;0
2818;7899,637021;7899,637021;100;0;0
2819;26988,77275;26988,77275;100;0;0
2820;47948,51048;47948,51048;100;0;0
2821;28332,31299;28332,31299;100;0;0
2822;21664,46286;21664,46286;100;0;0
2823;22135,30577;22135,30577;100;0;0
2824;26385,12531;26385,12531;100;0;0
2825;57334,78701;57334,78701;100;0;0
2826;53076,11354;53076,11354;100;0;0
2827;45607,02913;45607,02913;100;0;0
2828;37863,93036;37863,93036;100;0;0
2829;28891,32619;28891,32619;100;0;0
2830;27909,07116;27909,07116;100;0;0
2831;3441,307537;3441,307537;100;0;0
2832;390344,1865;348802,1482;89,36;0;0
2833;295721,6255;295721,6255;100;0;0
2834;17881,3307;17881,3307;100;0;0
2835;86779,6834;0;0;0;0
2836;172967,7419;0;0;0;0
2837;707789,0051;0;0;0;0
2838;152676,7561;0;0;0;0
2839;1062879,834;0;0;0;0
2840;806795,1979;0;0;0;0
2841;48273,25934;0;0;0;0
2842;1048210,465;0;0;0;0
2843;1131838,987;0;0;0;0
2844;1198928,164;0;0;0;0
2845;119748,9621;0;0;0;0
2846;1307880,001;0;0;0;0
2847;662779,9733;0;0;0;0
2848;4100,805844;0;0;0;0
2849;31277,80517;0;0;0;0
2850;281964,4996;0;0;0;0
2851;504492,8759;0;0;0;0
2852;286999,092;0;0;0;0
2853;463974,5219;0;0;0;0
2854;80111,37256;0;0;0;0
2855;80436,06399;0;0;0;0
2856;102062,1958;0;0;0;0
2857;57627,87716;0;0;0;0
2858;70392,70444;0;0;0;0
2859;1684,59564;0;0;0;0
2860;425816,2512;0;0;0;0
2861;151712,0665;0;0;0;0
2862;190667,5601;0;0;0;0
2863;349270,1055;0;0;0;0
2864;93018,92532;0;0;0;0
2865;65322,50923;0;0;0;0
2866;935629,9098;0;0;0;0
2867;1185037,486;0;0;0;0
2868;236416,3419;0;0;0;0
2869;271158,1189;0;0;0;0
2870;1247895,598;0;0;0;0
2871;782452,1297;0;0;0;0
2872;727260,379;0;0;0;0
2873;274012,1407;0;0;0;0
2874;131085,3529;0;0;0;0
2875;121796,3317;0;0;0;0
2876;863769,8763;0;0;0;0
2877;219031,7975;0;0;0;0
2878;3474,790066;0;0;0;0
2879;191461,6245;0;0;0;0
2880;1,633380321;0;0;0;0
2881;16855,78826;0;0;0;0
2882;1026324,276;0;0;0;0
2883;1867396,288;0;0;0;0
2884;886997,7325;0;0;0;0
2885;835424,2578;0;0;0;0
2886;334268,7682;0;0;0;0
2887;65623,91244;0;0;0;0
2888;415603,5476;0;0;0;0
2889;224107,7839;0;0;0;0
2890;1399102,079;0;0;0;0
2891;820575,3772;0;0;0;0
2892;214891,6259;0;0;0;0
2893;3991,996836;0;0;0;0
2894;1280927,841;0;0;0;0
2895;583242,177;0;0;0;0
2896;3483,013865;0;0;0;0
2897;295291,6621;0;0;0;0
2898;327001,4705;0;0;0;0
2899;37356,56933;0;0;0;0
2900;307791,7781;0;0;0;0
2901;238396,3769;0;0;0;0
2902;47357,66272;0;0;0;0
2903;72247,2411;0;0;0;0
2904;16641,2826;0;0;0;0
2905;86354,41528;0;0;0;0
2906;72751,96866;0;0;0;0
2907;75703,86865;0;0;0;0
2908;50547,30842;0;0;0;0
2909;2000,640636;0;0;0;0
2910;4669,361963;0;0;0;0
2911;27711,57507;0;0;0;0
2912;28810,39174;0;0;0;0
2913;40698,0351;0;0;0;0
2914;102488,2586;0;0;0;0
2915;122608,4618;0;0;0;0
2916;20881,06644;0;0;0;0
2917;39452,53526;0;0;0;0
2918;33063,48484;0;0;0;0
2919;27630,19328;0;0;0;0
2920;133463,9262;0;0;0;0
2921;11329,53611;0;0;0;0
2922;90721,03551;0;0;0;0
2923;58304,79949;0;0;0;0
2924;45962,13626;0;0;0;0
2925;48536,10605;0;0;0;0
2926;59861,63007;0;0;0;0
2927;11933,44613;0;0;0;0
2928;4340,344575;0;0;0;0
2929;38199,07041;0;0;0;0
2930;56558,47566;0;0;0;0
2931;39577,25461;0;0;0;0
2932;50965,39637;0;0;0;0
2933;15725,54077;0;0;0;0
2934;20136,26245;0;0;0;0
2935;27471,44391;0;0;0;0
2936;36411,4645;0;0;0;0
2937;83188,29544;0;0;0;0
2938;262073,0685;0;0;0;0
2939;126201,0135;0;0;0;0
2940;11497,44582;0;0;0;0
2941;65418,60295;0;0;0;0
2942;111355,3008;0;0;0;0
2943;47726,12681;0;0;0;0
2944;77330,12474;0;0;0;0
2945;113940,2077;0;0;0;0
2946;127753,7921;0;0;0;0
2947;164189,9326;0;0;0;0
2948;181781,9543;0;0;0;0
2949;173962,2053;0;0;0;0
2950;163773,6465;0;0;0;0
2951;489279,6648;0;0;0;0
2952;127800,085;0;0;0;0
2953;37957,08204;0;0;0;0
2954;197479,225;0;0;0;0
2955;165352,7445;0;0;0;0
2956;109740,7669;0;0;0;0
2957;92475,93195;0;0;0;0
2958;99615,58279;0;0;0;0
2959;86620,27172;0;0;0;0
2960;65022,37677;0;0;0;0
2961;4486,585574;0;0;0;0
2962;159659,6314;0;0;0;0
2963;50574,94208;0;0;0;0
2964;347,0394105;0;0;0;0
2965;68054,17267;0;0;0;0
2966;39775,94596;0;0;0;0
2967;7560,824712;0;0;0;0
2968;238851,8473;0;0;0;0
2969;365211,4674;0;0;0;0
2970;428507,1358;0;0;0;0
2971;422464,5303;0;0;0;0
2972;380349,5659;0;0;0;0
2973;355312,1441;0;0;0;0
2974;304803,4324;0;0;0;0
2975;231408,6657;161285,3548;69,7;0;0
2976;175590,0504;175590,0504;100;0;0
2977;48564,77945;48564,77945;100;0;0
2978;162910,5059;0;0;0;0
2979;145967,8805;0;0;0;0
2980;148490,3921;0;0;0;0
2981;117396,5528;0;0;0;0
2982;51576,72758;0;0;0;0
2983;15910,90387;0;0;0;0
2984;8648,205379;0;0;0;0
2985;209486,0495;183233,3053;87,47;0;0
2986;95790,01671;95790,01671;100;0;0
2987;18316,27611;18316,27611;100;0;0
2988;99209,91875;12366,03402;12,46;0;0
2989;126232,0306;98005,01052;77,64;0;0
2990;57771,14617;57771,14617;100;0;0
2991;19874,36728;19874,36728;100;0;0
2992;3354,641782;3354,641782;100;0;0
2993;212970,6477;15436,91133;7,25;0;0
2994;710358,3829;625135,145;88;0;0
2995;432734,3205;432734,3205;100;0;0
2996;485070,5927;485070,5927;100;0;0
2997;561811,2434;561811,2434;100;111978,312;19,93166091
2998;465237,1204;465237,1204;100;169315,4459;36,39336555
2999;686510,0838;686510,0838;100;658114,3864;95,86376107
3000;461210,6431;461210,6431;100;461210,6431;100
3001;7689,642752;0;0;0;0
3002;106507,3069;41164,9482;38,65;0;0
3003;100692,2452;100692,2452;100;0;0
3004;126372,6547;126372,6547;100;0;0
3005;6976,934198;6976,934198;100;0;0
3006;129234,4011;0;0;0;0
3007;32196,20464;22258,82306;69,13;0;0
3008;94645,88311;94645,88311;100;0;0
3009;259992,1732;259992,1732;100;0;0
3010;728418,9107;728418,9107;100;0;0
3011;4554,677094;4554,677094;100;0;0
3012;195478,108;20263,63557;10,37;0;0
3013;105967,1387;84098,63991;79,36;0;0
3014;51063,04015;51063,04015;100;0;0
3015;4126,167579;4126,167579;100;0;0
3016;67131,42943;0;0;0;0
3017;791208,1186;95967,52891;12,13;0;0
3018;495657,852;441501,9901;89,07;0;0
3019;414894,6985;414894,6985;100;0;0
3020;441236,5386;441236,5386;100;0;0
3021;164639,5777;164639,5777;100;0;0
3022;20060,46652;20060,46652;100;0;0
3023;272919,8665;0;0;0;0
3024;307355,7348;34908,12801;11,36;0;0
3025;115333,1715;76768,89641;66,56;0;0
3026;89746,02733;89746,02733;100;0;0
3027;15425,8813;15425,8813;100;0;0
3028;5984,558332;0;0;0;0
3029;73532,6963;0;0;0;0
3030;83102,56839;0;0;0;0
3031;55248,00875;0;0;0;0
3032;60001,98774;45431,69606;75,72;0;0
3033;50350,34395;50350,34395;100;0;0
3034;28172,29992;28172,29992;100;0;0
3035;11067,96933;11067,96933;100;0;0
3036;1166,581848;1166,581848;100;0;0
3037;36930,17196;36930,17196;100;0;0
3038;83609,8261;83609,8261;100;0;0
3039;182231,6263;182231,6263;100;0;0
3040;68791,89806;68791,89806;100;16797,7258;24,41817463
3041;20920,08593;0;0;0;0
3042;87668,5991;0;0;0;0
3043;99383,39923;0;0;0;0
3044;41211,94998;0;0;0;0
3045;19064,15242;0;0;0;0
3046;295,1169728;0;0;0;0
3047;29037,56206;0;0;0;0
3048;81799,42229;0;0;0;0
3049;60906,46392;0;0;0;0
3050;91338,87058;0;0;0;0
3051;143287,3087;0;0;0;0
3052;193080,055;0;0;0;0
3053;271295,5091;0;0;0;0
3054;261497,6842;188078,2689;71,92;0;0
3055;255627,4551;255627,4551;100;0;0
3056;257747,3572;257747,3572;100;0;0
3057;301135,8064;301135,8064;100;0;0
3058;724631,8708;724631,8708;100;403855,4001;55,7324921
3059;567359,9512;567359,9512;100;567152,9904;99,96352213
3060;215899,6369;215899,6369;100;215899,6369;100
3061;90327,9354;0;0;0;0
3062;58480,41645;0;0;0;0
3063;13302,72557;0;0;0;0
3064;157093,7862;0;0;0;0
3065;173098,294;0;0;0;0
3066;165170,7283;0;0;0;0
3067;89483,62662;0;0;0;0
3068;42521,28506;0;0;0;0
3069;8834,746926;0;0;0;0
3070;2176,792803;0;0;0;0
3071;103593,6093;0;0;0;0
3072;39372,77931;0;0;0;0
3073;4196,886224;0;0;0;0
3074;159992,1045;0;0;0;0
3075;142107,1423;0;0;0;0
3076;31503,75322;0;0;0;0
3077;386,4615014;0;0;0;0
3078;31360,20567;0;0;0;0
3079;83186,6399;0;0;0;0
3080;29910,28983;0;0;0;0
3081;35284,64069;0;0;0;0
3082;25695,07444;0;0;0;0
3083;28733,35721;0;0;0;0
3084;25096,97076;0;0;0;0
3085;29883,76335;25049,78769;83,82;0;0
3086;15456,77591;15456,77591;100;0;0
3087;5694,061639;5694,061639;100;0;0
3088;118785,8905;0;0;0;0
3089;91862,9495;0;0;0;0
3090;65913,76186;0;0;0;0
3091;72132,26912;0;0;0;0
3092;52908,4088;0;0;0;0
3093;49175,8955;0;0;0;0
3094;37108,72932;0;0;0;0
3095;42068,64777;0;0;0;0
3096;40665,6111;35565,81515;87,46;0;0
3097;44516,41463;44516,41463;100;0;0
3098;52253,46117;52253,46117;100;0;0
3099;57440,29719;57440,29719;100;0;0
3100;81299,09342;81299,09342;100;19533,82893;24,02711778
3101;133655,8354;133655,8354;100;133644,8401;99,99177343
3102;67065,49694;67065,49694;100;67065,49694;100
3103;48849,2078;0;0;0;0
3104;106094,4126;0;0;0;0
3105;167905,5899;0;0;0;0
3106;174614,0045;0;0;0;0
3107;171742,1434;0;0;0;0
3108;169847,4474;0;0;0;0
3109;162187,8158;0;0;0;0
3110;152392,1333;133272,0087;87,45;0;0
3111;147472,267;147472,267;100;0;0
3112;146334,3801;146334,3801;100;0;0
3113;159177,2898;159177,2898;100;0;0
3114;184519,3755;184519,3755;100;51451,21017;27,88390652
3115;167005,0177;167005,0177;100;165130,145;98,87735548
3116;158375,5519;0;0;0;0
3117;116738,3994;0;0;0;0
3118;137201,2463;0;0;0;0
3119;139010,8691;0;0;0;0
3120;113954,1903;0;0;0;0
3121;104595,7274;0;0;0;0
3122;110181,0297;0;0;0;0
3123;118530,9482;0;0;0;0
3124;108818,9453;90310,37107;82,99;0;0
3125;94088,88434;94088,88434;100;0;0
3126;86694,29818;86694,29818;100;0;0
3127;90223,92702;90223,92702;100;0;0
3128;141239,0975;141239,0975;100;47909,29955;33,92070639
3129;92844,21558;92844,21558;100;92844,21558;100
3130;66352,46762;0;0;0;0
3131;160715,554;0;0;0;0
3132;169549,5861;0;0;0;0
